"gene","locus_tag","product","combined"
"p:lytH","NWMN_1534","N-acetylmuramoyl-L-alanine amidase%2C family 3","p:lytH: N-acetylmuramoyl-L-alanine amidase%2C family 3"
"p:dtd","NWMN_1535","D-tyrosyl-tRNA deacylase","p:dtd: D-tyrosyl-tRNA deacylase"
"relA","NWMN_1536","GTP pyrophosphokinase","relA: GTP pyrophosphokinase"
"apt","NWMN_1537","adenine phosphoribosyltransferase","apt: adenine phosphoribosyltransferase"
"recJ","NWMN_1538","single-stranded-DNA-specific exonuclease RecJ","recJ: single-stranded-DNA-specific exonuclease RecJ"
"secDF","NWMN_1539","preprotein translocase component SecDF","secDF: preprotein translocase component SecDF"
"p:yajC","NWMN_1540","preprotein translocase%2C YajC subunit","p:yajC: preprotein translocase%2C YajC subunit"
"tgt","NWMN_1541","queuine tRNA-ribosyltransferase","tgt: queuine tRNA-ribosyltransferase"
"queA","NWMN_1542","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","queA: S-adenosylmethionine:tRNA ribosyltransferase-isomerase"
"ruvB","NWMN_1543","Holliday junction DNA helicase RuvB","ruvB: Holliday junction DNA helicase RuvB"
"ruvA","NWMN_1544","Holliday junction DNA helicase RuvA","ruvA: Holliday junction DNA helicase RuvA"
"p:thrR","NWMN_1545","ACT domain protein pheB","p:thrR: ACT domain protein pheB"
"obg","NWMN_1546","Spo0B-associated GTP-binding protein","obg: Spo0B-associated GTP-binding protein"
"rpmA","NWMN_1547","50S ribosomal protein L27","rpmA: 50S ribosomal protein L27"
"1548","NWMN_1548","conserved hypothetical protein","1548: conserved hypothetical protein"
"rplU","NWMN_1549","50S ribosomal protein L21","rplU: 50S ribosomal protein L21"
"mreD","NWMN_1550","rod shape-determining protein MreD","mreD: rod shape-determining protein MreD"
"mreC","NWMN_1551","cell shape determinant mreC","mreC: cell shape determinant mreC"
"1552","NWMN_1552","conserved hypothetical protein","1552: conserved hypothetical protein"
"1553","NWMN_1553","conserved hypothetical protein","1553: conserved hypothetical protein"
"1554","NWMN_1554","conserved hypothetical protein","1554: conserved hypothetical protein"
"radC","NWMN_1555","DNA repair protein RadC","radC: DNA repair protein RadC"
"p:comC","NWMN_1556","type III leader peptidase family protein","p:comC: type III leader peptidase family protein"
"folC","NWMN_1557","folylpolyglutamate synthase","folC: folylpolyglutamate synthase"
"valS","NWMN_1558","valyl-tRNA synthetase","valS: valyl-tRNA synthetase"
"p:tag","NWMN_1559","DNA-3-methyladenine glycosidase","p:tag: DNA-3-methyladenine glycosidase"
"abrB","NWMN_1560","ammonia monooxygenase","abrB: ammonia monooxygenase"
"hemL.1","NWMN_1561","glutamate-1-semialdehyde-2%2C1-aminomutase","hemL.1: glutamate-1-semialdehyde-2%2C1-aminomutase"
"hemB","NWMN_1562","delta-aminolevulinic acid dehydratase","hemB: delta-aminolevulinic acid dehydratase"
"hemD","NWMN_1563","uroporphyrinogen III synthase","hemD: uroporphyrinogen III synthase"
"hemC","NWMN_1564","porphobilinogen deaminase","hemC: porphobilinogen deaminase"
"hemX","NWMN_1565","HemA concentration negative effector HemX","hemX: HemA concentration negative effector HemX"
"hemA","NWMN_1566","glutamyl-tRNA reductase","hemA: glutamyl-tRNA reductase"
"engB","NWMN_1567","conserved hypothetical protein","engB: conserved hypothetical protein"
"clpX","NWMN_1568","ATP-dependent Clp protease%2C ATP-binding subunit ClpX","clpX: ATP-dependent Clp protease%2C ATP-binding subunit ClpX"
"tig","NWMN_1569","trigger factor%2C prolyl isomerase","tig: trigger factor%2C prolyl isomerase"
"1570","NWMN_1570","conserved hypothetical protein","1570: conserved hypothetical protein"
"1571","NWMN_1571","MutT/nudix family protein","1571: MutT/nudix family protein"
"rplT","NWMN_1572","50S ribosomal protein L20","rplT: 50S ribosomal protein L20"
"rpmI","NWMN_1573","50S ribosomal protein L35","rpmI: 50S ribosomal protein L35"
"infC","NWMN_1574","translation initiation factor IF-3","infC: translation initiation factor IF-3"
"lysP","NWMN_1575","lysine-specific permease","lysP: lysine-specific permease"
"thrS","NWMN_1576","threonyl-tRNA synthetase","thrS: threonyl-tRNA synthetase"
"dnaI","NWMN_1577","primosomal protein DnaI","dnaI: primosomal protein DnaI"
"dnaB.2","NWMN_1578","replication initiation and membrane attachment protein","dnaB.2: replication initiation and membrane attachment protein"
"nrdR","NWMN_1579","NrdR repressor protein","nrdR: NrdR repressor protein"
"gapB","NWMN_1580","glyceraldehyde 3-phosphate dehydrogenase 2","gapB: glyceraldehyde 3-phosphate dehydrogenase 2"
"coaE","NWMN_1581","dephospho-CoA kinase","coaE: dephospho-CoA kinase"
"p:mutM","NWMN_1582","formamidopyrimidine-DNA glycosylase","p:mutM: formamidopyrimidine-DNA glycosylase"
"polA","NWMN_1583","DNA polymerase I","polA: DNA polymerase I"
"1584","NWMN_1584","conserved hypothetical protein","1584: conserved hypothetical protein"
"phoR","NWMN_1585","sensory box histidine kinase PhoR","phoR: sensory box histidine kinase PhoR"
"phoP","NWMN_1586","alkaline phosphatase synthesis transcriptional regulatory protein","phoP: alkaline phosphatase synthesis transcriptional regulatory protein"
"citC","NWMN_1587","isocitrate dehydrogenase%2C NADP-dependent","citC: isocitrate dehydrogenase%2C NADP-dependent"
"citZ","NWMN_1588","citrate synthase II","citZ: citrate synthase II"
"aapA","NWMN_1589","D-serine/D-alanine/glycine transporter","aapA: D-serine/D-alanine/glycine transporter"
"tnp.2","NWMN_1590","transposase for IS1272","tnp.2: transposase for IS1272"
"1591","NWMN_1591","truncated transposase for IS1272","1591: truncated transposase for IS1272"
"pykA","NWMN_1592","pyruvate kinase","pykA: pyruvate kinase"
"pfk","NWMN_1593","6-phosphofructokinase","pfk: 6-phosphofructokinase"
"accA","NWMN_1594","acetyl-CoA carboxylase alpha subunit","accA: acetyl-CoA carboxylase alpha subunit"
"accD","NWMN_1595","acetyl-CoA carboxylase beta subunit","accD: acetyl-CoA carboxylase beta subunit"
"maeB","NWMN_1596","NADP-dependent malic enzyme%2C malate dehydrogenase","maeB: NADP-dependent malic enzyme%2C malate dehydrogenase"
"dnaE","NWMN_1597","DNA polymerase III%2C alpha subunit","dnaE: DNA polymerase III%2C alpha subunit"
"p:pde2","NWMN_1598","RecJ-like phosphoesterase","p:pde2: RecJ-like phosphoesterase"
"1599","NWMN_1599","CBS domain DNA-binding protein","1599: CBS domain DNA-binding protein"
"p:uspA2","NWMN_1600","universal stress protein family protein","p:uspA2: universal stress protein family protein"
"1601","NWMN_1601","metallo-beta-lactamase superfamily protein","1601: metallo-beta-lactamase superfamily protein"
"p:pepQ","NWMN_1602","proline dipeptidase homolog","p:pepQ: proline dipeptidase homolog"
"ald.2","NWMN_1603","alanine dehydrogenase 1","ald.2: alanine dehydrogenase 1"
"p:uspA1","NWMN_1604","universal stress protein family protein","p:uspA1: universal stress protein family protein"
"ackA","NWMN_1605","acetate kinase","ackA: acetate kinase"
"1606","NWMN_1606","conserved hypothetical protein","1606: conserved hypothetical protein"
"tpx","NWMN_1607","thiol peroxidase","tpx: thiol peroxidase"
"1608","NWMN_1608","conserved hypothetical protein","1608: conserved hypothetical protein"
"thiI","NWMN_1609","thiamine biosynthesis protein ThiI","thiI: thiamine biosynthesis protein ThiI"
"p:nifZ","NWMN_1610","aminotransferase%2C class V","p:nifZ: aminotransferase%2C class V"
"ezrA","NWMN_1611","septation ring formation regulator EzrA","ezrA: septation ring formation regulator EzrA"
"1612","NWMN_1612","conserved hypothetical protein","1612: conserved hypothetical protein"
"rpsD","NWMN_1613","30S ribosomal protein S4","rpsD: 30S ribosomal protein S4"
"1614","NWMN_1614","glycerophosphoryl diester phosphodiesterase","1614: glycerophosphoryl diester phosphodiesterase"
"1615","NWMN_1615","osmotic stress-related protein","1615: osmotic stress-related protein"
"1616","NWMN_1616","aminotransferase%2C class V","1616: aminotransferase%2C class V"
"serA","NWMN_1617","D-3-phosphoglycerate dehydrogenase","serA: D-3-phosphoglycerate dehydrogenase"
"1618","NWMN_1618","haloacid dehalogenase-like hydrolase","1618: haloacid dehalogenase-like hydrolase"
"p:ptaA","NWMN_1619","PTS system%2C N-acetylglucosamine-specific IIBC component","p:ptaA: PTS system%2C N-acetylglucosamine-specific IIBC component"
"plsC","NWMN_1620","1-acyl-sn-glycerol-3-phosphate acyltransferase","plsC: 1-acyl-sn-glycerol-3-phosphate acyltransferase"
"p:htrA1","NWMN_1621","conserved hypothetical protein","p:htrA1: conserved hypothetical protein"
"tyrS","NWMN_1622","tyrosyl-tRNA synthetase","tyrS: tyrosyl-tRNA synthetase"
"p:sgtA","NWMN_1623","glycosyl transferase%2C family 51","p:sgtA: glycosyl transferase%2C family 51"
"p:isdH","NWMN_1624","haptoglobin-binding surface anchored protein","p:isdH: haptoglobin-binding surface anchored protein"
"fhs","NWMN_1625","formate-tetrahydrofolate ligase","fhs: formate-tetrahydrofolate ligase"
"acs","NWMN_1626","acetyl-CoA synthetase","acs: acetyl-CoA synthetase"
"acuA","NWMN_1627","acetoin utilization protein","acuA: acetoin utilization protein"
"acuC","NWMN_1628","acetoin utilization protein AcuC","acuC: acetoin utilization protein AcuC"
"ccpA","NWMN_1629","catabolite control protein A","ccpA: catabolite control protein A"
"p:aroA2","NWMN_1630","DAHP synthetase-chorismate mutase","p:aroA2: DAHP synthetase-chorismate mutase"
"1631","NWMN_1631","conserved hypothetical protein","1631: conserved hypothetical protein"
"p:facZ","NWMN_1632","general stress protein-like protein","p:facZ: general stress protein-like protein"
"murC","NWMN_1633","UDP-N-acetylmuramate-alanine ligase","murC: UDP-N-acetylmuramate-alanine ligase"
"p:ftsK","NWMN_1634","FtsK/SpoIIIE (DNA translocase stage III) family protein","p:ftsK: FtsK/SpoIIIE (DNA translocase stage III) family protein"
"1635","NWMN_1635","conserved hypothetical protein","1635: conserved hypothetical protein"
"1636","NWMN_1636","conserved hypothetical protein","1636: conserved hypothetical protein"
"1637","NWMN_1637","thioredoxin homolog","1637: thioredoxin homolog"
"1638","NWMN_1638","glutamyl-aminopeptidase","1638: glutamyl-aminopeptidase"
"1639","NWMN_1639","propeptide%2C PepSY amd peptidase M4","1639: propeptide%2C PepSY amd peptidase M4"
"1640","NWMN_1640","conserved hypothetical protein","1640: conserved hypothetical protein"
"trmB","NWMN_1641","tRNA (guanine-N(7)-)-methyltransferase","trmB: tRNA (guanine-N(7)-)-methyltransferase"
"p:ccrZ","NWMN_1642","conserved hypothetical protein","p:ccrZ: conserved hypothetical protein"
"p:dat","NWMN_1643","D-alanine aminotransferase","p:dat: D-alanine aminotransferase"
"s:sapep","NWMN_1644","peptidase M20/M25/M40 family protein","s:sapep: peptidase M20/M25/M40 family protein"
"1645","NWMN_1645","conserved hypothetical protein","1645: conserved hypothetical protein"
"1646","NWMN_1646","ribosomal small subunit pseudouridine synthase A","1646: ribosomal small subunit pseudouridine synthase A"
"1647","NWMN_1647","polysaccharide biosynthesis protein","1647: polysaccharide biosynthesis protein"
"1648","NWMN_1648","conserved hypothetical protein","1648: conserved hypothetical protein"
"p:sasC","NWMN_1649","conserved hypothetical protein","p:sasC: conserved hypothetical protein"
"1650","NWMN_1650","conserved hypothetical protein","1650: conserved hypothetical protein"
"leuS","NWMN_1651","leucyl-tRNA synthetase","leuS: leucyl-tRNA synthetase"
"1652","NWMN_1652","multidrug resistance transporter protein B","1652: multidrug resistance transporter protein B"
"1653","NWMN_1653","conserved hypothetical protein","1653: conserved hypothetical protein"
"s:mraW","NWMN_1654","conserved hypothetical protein","s:mraW: conserved hypothetical protein"
"p:rot","NWMN_1655","staphylococcal accessory regulator Rot","p:rot: staphylococcal accessory regulator Rot"
"1656","NWMN_1656","truncated transposase for IS1272","1656: truncated transposase for IS1272"
"1657","NWMN_1657","conserved hypothetical protein","1657: conserved hypothetical protein"
"putA","NWMN_1658","proline dehydrogenase","putA: proline dehydrogenase"
"ribH","NWMN_1659","riboflavin synthase%2C beta subunit","ribH: riboflavin synthase%2C beta subunit"
"ribA","NWMN_1660","riboflavin biosynthesis protein","ribA: riboflavin biosynthesis protein"
"ribB","NWMN_1661","riboflavin synthase%2C alpha subunit","ribB: riboflavin synthase%2C alpha subunit"
"ribD","NWMN_1662","riboflavin biosynthesis protein RibD","ribD: riboflavin biosynthesis protein RibD"
"1663","NWMN_1663","conserved hypothetical protein","1663: conserved hypothetical protein"
"p:arsR","NWMN_1664","arsenical resistance operon repressor","p:arsR: arsenical resistance operon repressor"
"p:arsB","NWMN_1665","aresenical pump membrane protein","p:arsB: aresenical pump membrane protein"
"arsC","NWMN_1666","arsenate reductase","arsC: arsenate reductase"
"1667","NWMN_1667","mannosyl-glycoprotein endo-beta-N-acetylglucosamidase","1667: mannosyl-glycoprotein endo-beta-N-acetylglucosamidase"
"p:sigS","NWMN_1668","conserved hypothetical protein","p:sigS: conserved hypothetical protein"
"p:comK2","NWMN_1669","conserved hypothetical protein","p:comK2: conserved hypothetical protein"
"1670","NWMN_1670","conserved hypothetical protein","1670: conserved hypothetical protein"
"p:spdA","NWMN_1671","CAAX amino terminal protease family protein","p:spdA: CAAX amino terminal protease family protein"
"p:tal","NWMN_1672","transaldolase","p:tal: transaldolase"
"1673","NWMN_1673","conserved hypothetical protein","1673: conserved hypothetical protein"
"p:crcB1","NWMN_1674","CrcB-like protein","p:crcB1: CrcB-like protein"
"p:crcB2","NWMN_1675","CrcB-like protein","p:crcB2: CrcB-like protein"
"1676","NWMN_1676",NA,"1676: NA"
"1677","NWMN_1677","truncated transposase for IS1272","1677: truncated transposase for IS1272"
"1678","NWMN_1678","oxidoreductase","1678: oxidoreductase"
"p:smdA","NWMN_1679","conserved hypothetical protein","p:smdA: conserved hypothetical protein"
"metK","NWMN_1680","S-adenosylmethionine synthetase","metK: S-adenosylmethionine synthetase"
"pckA","NWMN_1681","phosphoenolpyruvate carboxykinase","pckA: phosphoenolpyruvate carboxykinase"
"tnp.3","NWMN_1682","transposase","tnp.3: transposase"
"1683","NWMN_1683","conserved hypothetical protein","1683: conserved hypothetical protein"
"p:rppH","NWMN_1684","MutT/nudix family protein","p:rppH: MutT/nudix family protein"
"menC","NWMN_1685","o-succinylbenzoic acid synthetase","menC: o-succinylbenzoic acid synthetase"
"memE","NWMN_1686","o-succinylbenzoic acid-coa ligase","memE: o-succinylbenzoic acid-coa ligase"
"1687","NWMN_1687","conserved hypothetical protein","1687: conserved hypothetical protein"
"1688","NWMN_1688","conserved hypothetical protein","1688: conserved hypothetical protein"
"1689","NWMN_1689","conserved hypothetical protein","1689: conserved hypothetical protein"
"1690","NWMN_1690","conserved hypothetical protein","1690: conserved hypothetical protein"
"1691","NWMN_1691","conserved hypothetical protein","1691: conserved hypothetical protein"
"1692","NWMN_1692","conserved hypothetical protein","1692: conserved hypothetical protein"
"1693","NWMN_1693","conserved hypothetical protein","1693: conserved hypothetical protein"
"1694","NWMN_1694","conserved hypothetical protein","1694: conserved hypothetical protein"
"1695","NWMN_1695","truncated transposase","1695: truncated transposase"
"1696","NWMN_1696","conserved hypothetical protein","1696: conserved hypothetical protein"
"1697","NWMN_1697","conserved hypothetical protein","1697: conserved hypothetical protein"
"1698","NWMN_1698","conserved hypothetical protein","1698: conserved hypothetical protein"
"hsdS.2","NWMN_1699","type I restriction modification system%2C site specificity determination subunit","hsdS.2: type I restriction modification system%2C site specificity determination subunit"
"hsdM.2","NWMN_1700","type I restriction-modification system%2C methyltransferase subunit","hsdM.2: type I restriction-modification system%2C methyltransferase subunit"
"splF","NWMN_1701","serine protease SplF","splF: serine protease SplF"
"splE","NWMN_1702","serine protease SplE","splE: serine protease SplE"
"splD","NWMN_1703","serine protease SplD","splD: serine protease SplD"
