locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_1064,NWMN_RS06005,SAUPAN003391000,-,CDS,NWMN_1064,,nucleoside-triphosphatase,chromosome,+,1168817,1169404,588,unknown,5330651,YP_001332098,3706615,nucleoside-triphosphatase,195,4.62754,21403,-0.36359,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family",TIGR00042,203.2,"Nucleosides and Nucleotides / ""Detoxification"" / ""Housecleaning nucleoside triphosphate pyrophosphatases"" / ""Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)""; ""Stress Response"" / ""Heat shock"" / ""Heat shock dnaK gene cluster extended"" / ""Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)""",PF01725,Ham1p_like,Ham1 family,CL0269,Maf,220.4,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221276,A0A0H3K7L3,YP_001332098,,NWMN_1063 > NWMN_1064 > NWMN_1065 (MicrobesOnline),
NWMN_1065,NWMN_RS06010,SAUPAN003392000,-,CDS,NWMN_1065,,hypothetical protein,chromosome,+,1169397,1169900,504,unknown,5330652,YP_001332099,3706616,hypothetical protein,167,5.20116,19255.2,-0.458683,,Unknown function,Enzymes of unknown specificity,"phosphodiesterase, MJ0936 family",TIGR00040,66.4,"Stress Response / ""Heat shock"" / ""Heat shock dnaK gene cluster extended"" / ""FIG009886: phosphoesterase""",PF12850,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain,CL0163,Calcineurin,77.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221277,A0A0H3K885,YP_001332099,,NWMN_1063 > NWMN_1064 > NWMN_1065 (MicrobesOnline),
NWMN_1066,NWMN_RS06020,SAUPAN003394000,ecb,CDS,NWMN_1066,,hypothetical protein,chromosome,+,1170389,1170718,330,unknown,5330653,YP_001332100,3706617,hypothetical protein,109,11.1179,12596.6,-0.633027,,,,,,,"Virulence, Disease and Defense / ""Adhesion"" / ""Adhesins in Staphylococcus"" / ""Hypothetical protein, similarity with fibrinogen-binding protein Efb""",PF12199,efb-c,Extracellular fibrinogen binding protein C terminal,no clan defined,no clan defined,130.8,,Extracellular,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151221278,A0A0H3KCA1,YP_001332100,,no polycistronic organisation predicted,
NWMN_1067,NWMN_RS06030,SAUPAN003398000,flr,CDS,NWMN_1067,,formyl peptide receptor-like 1 inhibitory protein,chromosome,-,1171087,1171488,402,unknown,5330654,YP_001332101,3706618,formyl peptide receptor-like 1 inhibitory protein,133,9.68102,15260.4,-0.637594,,,,,,,,PF16104,FPRL1_inhibitor,Formyl peptide receptor-like 1 inhibitory protein,no clan defined,no clan defined,232.8,,no significant prediction,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151221279,A6QG57,YP_001332101,,no polycistronic organisation predicted,
NWMN_1068,NWMN_RS06035,SAUPAN003400000,-,CDS,NWMN_1068,,hypothetical protein,chromosome,+,1172160,1172666,507,unknown,5330655,YP_001332102,3706619,hypothetical protein,168,9.60053,19682.8,1.16786,,,,XrtN system VIT domain protein,TIGR04477,7.2,,PF19529,DUF6057,Family of unknown function (DUF6057),no clan defined,no clan defined,6.4,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,5,151221280,A0A0H3K853,YP_001332102,,no polycistronic organisation predicted,
NWMN_1069,NWMN_RS06040,SAUPAN003402000,efb,CDS,NWMN_1069,,hypothetical protein,chromosome,+,1172925,1173422,498,unknown,5330656,YP_001332103,3706620,hypothetical protein,165,10.4514,18764.5,-0.632121,,,,,,,"Virulence, Disease and Defense / ""Adhesion"" / ""Adhesins in Staphylococcus"" / ""Extracellular fibrinogen-binding protein Efb""",PF12199,efb-c,Extracellular fibrinogen binding protein C terminal,no clan defined,no clan defined,130.8,,Extracellular,Extracellular,N-terminally anchored (with CS),signal peptide predicted,0,151221281,A6QG59,YP_001332103,,no polycistronic organisation predicted,
NWMN_1070,NWMN_RS06045,SAUPAN003405000,scc,CDS,NWMN_1070,,hypothetical protein,chromosome,+,1173576,1173926,351,unknown,5330657,YP_001332104,3706621,hypothetical protein,116,9.86614,13114.1,-0.287931,,,,,,,,PF11546,CompInhib_SCIN,Staphylococcal complement inhibitor SCIN ,no clan defined,no clan defined,188,,no significant prediction,Extracellular,N-terminally anchored (No CS),signal peptide predicted,0,151221282,A0A0H3KFW1,YP_001332104,,no polycistronic organisation predicted,
NWMN_1071,NWMN_RS06065,SAUPAN003414000,-,CDS,NWMN_1071,,hypothetical protein,chromosome,-,1174748,1174933,186,unknown,5330658,YP_001332105,3706622,hypothetical protein,61,10.5554,7109.53,0.165574,,,,,,,,PF13850,ERGIC_N,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC),no clan defined,no clan defined,17.1,,Cytoplasmic Membrane,Cytoplasmic Membrane,Lipid anchored,no predicted signal peptide,1,151221283,A0A0H3K7L9,YP_001332105,,no polycistronic organisation predicted,
NWMN_1072,NWMN_RS06075,SAUPAN003416000,-,CDS,NWMN_1072,,hypothetical protein,chromosome,-,1175555,1175788,234,unknown,5330659,YP_001332106,3706623,hypothetical protein,77,4.03259,8898.84,-0.0519481,,,,,,,,PF04608,PgpA,Phosphatidylglycerophosphatase A,no clan defined,no clan defined,12.2,NWMN_0443; NWMN_0481; NWMN_0501; NWMN_0507; NWMN_0641; NWMN_0877; NWMN_1155; NWMN_1468; NWMN_1488; NWMN_1549; NWMN_1572; NWMN_1587; NWMN_1607; NWMN_2127; NWMN_2133; NWMN_2145; NWMN_2146; NWMN_2217,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221284,A0A0H3K890,YP_001332106,,no polycistronic organisation predicted,21166474
NWMN_1073,NWMN_RS06080,SAUPAN003418000,hla,CDS,hla,,alpha-hemolysin precursor,chromosome,-,1176265,1177224,960,unknown,5330660,YP_001332107,3706624,alpha-hemolysin precursor,319,9.18585,35973.1,-0.645768,Cellular processes,Cellular processes,Toxin production and resistance,beta-channel forming cytolysin,TIGR01002,436.1,"Virulence, Disease and Defense / ""Toxins and superantigens"" / ""Staphylococcus Two-component and Pore-forming Cytolysins"" / ""Alpha-hemolysin precursor""",PF07968,Leukocidin,Leukocidin/Hemolysin toxin family,CL0636,Leukocidin,305.9,,Extracellular,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151221285,A0A0H3KCA3,YP_001332107,,no polycistronic organisation predicted,
NWMN_1074,NWMN_RS06090,SAUPAN003421000,-,CDS,NWMN_1074,,hypothetical protein,chromosome,+,1178027,1178224,198,unknown,5332007,YP_001332108,3706625,hypothetical protein,65,9.43053,7560.5,-0.616923,,,,,,,,,,,,,,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221286,A0A0H3K856,YP_001332108,,no polycistronic organisation predicted,
NWMN_1075,NWMN_RS06095,SAUPAN003426000,ssl12,CDS,NWMN_1075,,superantigen-like protein,chromosome,-,1178781,1179497,717,unknown,5330661,YP_001332109,3706626,superantigen-like protein,238,9.83237,27568.1,-0.542857,,,,,,,,PF02876,Stap_Strp_tox_C,"Staphylococcal/Streptococcal toxin, beta-grasp domain",CL0072,Ubiquitin,75.4,,Extracellular,Extracellular,N-terminally anchored (No CS),signal peptide predicted,0,151221287,A0A0H3KFW3,YP_001332109,,NWMN_1075 < NWMN_1076 < NWMN_1077 (MicrobesOnline),17893203
NWMN_1076,NWMN_RS06100,SAUPAN003427000,ssl13,CDS,NWMN_1076,,superantigen-like protein,chromosome,-,1179605,1180330,726,unknown,5330662,YP_001332110,3706627,superantigen-like protein,241,9.81625,27364.6,-0.643983,,,,,,,,PF02876,Stap_Strp_tox_C,"Staphylococcal/Streptococcal toxin, beta-grasp domain",CL0072,Ubiquitin,89.3,,Extracellular,Extracellular,N-terminally anchored (No CS),signal peptide predicted,0,151221288,A0A0H3K7M3,YP_001332110,,NWMN_1075 < NWMN_1076 < NWMN_1077 (MicrobesOnline),17893203
NWMN_1077,NWMN_RS06105,SAUPAN003428000,ssl14,CDS,NWMN_1077,,superantigen-like protein,chromosome,-,1180425,1181150,726,unknown,5330663,YP_001332111,3706628,superantigen-like protein,241,9.74236,27794.3,-0.641079,,,,,,,,PF02876,Stap_Strp_tox_C,"Staphylococcal/Streptococcal toxin, beta-grasp domain",CL0072,Ubiquitin,94.6,,Extracellular,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151221289,A0A0H3K895,YP_001332111,,NWMN_1075 < NWMN_1076 < NWMN_1077 (MicrobesOnline),17893203
NWMN_1078,NWMN_RS06110,SAUPAN003429000,argF,CDS,argF,,ornithine carbamoyltransferase,chromosome,+,1181579,1182589,1011,unknown,5330664,YP_001332112,3706629,ornithine carbamoyltransferase,336,4.81544,37873.9,-0.365774,Metabolism,Amino acid biosynthesis,Glutamate family,ornithine carbamoyltransferase,TIGR00658,407.6,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Arginine Biosynthesis extended"" / ""Ornithine carbamoyltransferase (EC 2.1.3.3)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Arginine Deiminase Pathway"" / ""Ornithine carbamoyltransferase (EC 2.1.3.3)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Arginine and Ornithine Degradation"" / ""Ornithine carbamoyltransferase (EC 2.1.3.3)""",PF00185,OTCace,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",CL0063,NADP_Rossmann,185.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221290,A6QG68,YP_001332112,,NWMN_1078 > NWMN_1079 (MicrobesOnline),
NWMN_1079,NWMN_RS06115,SAUPAN003430000,arcC1,CDS,arcC,,carbamate kinase,chromosome,+,1182612,1183544,933,unknown,5331748,YP_001332113,3706630,carbamate kinase,310,4.84797,33596.1,-0.157419,Metabolism,Energy metabolism,Amino acids and amines,carbamate kinase,TIGR00746,384.5,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Arginine Deiminase Pathway"" / ""Carbamate kinase (EC 2.7.2.2)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Arginine and Ornithine Degradation"" / ""Carbamate kinase (EC 2.7.2.2)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Polyamine Metabolism"" / ""Carbamate kinase (EC 2.7.2.2)""",PF00696,AA_kinase,Amino acid kinase family,no clan defined,no clan defined,94.1,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221291,A0A0H3KCA5,YP_001332113,,NWMN_1078 > NWMN_1079 (MicrobesOnline),
NWMN_1080,NWMN_RS06120,SAUPAN003431000,-,CDS,NWMN_1080,,hypothetical protein,chromosome,+,1183716,1185272,1557,unknown,5331743,YP_001332114,3706631,hypothetical protein,518,8.52842,56678.8,0.666023,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","TRAP transporter, DctM subunit",TIGR00786,29.5,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Arginine Deiminase Pathway"" / ""Arginine/ornithine antiporter ArcD""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Arginine and Ornithine Degradation"" / ""Arginine/ornithine antiporter ArcD""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Polyamine Metabolism"" / ""Arginine/ornithine antiporter ArcD""",PF03606,DcuC,C4-dicarboxylate anaerobic carrier,CL0182,IT,559.2,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,signal peptide predicted,13,151221292,A0A0H3K859,YP_001332114,,no polycistronic organisation predicted,
NWMN_1081,,SAUPAN003433000,-,CDS,NWMN_1081,,hypothetical protein,chromosome,-,1185423,1185710,288,unknown,5330665,YP_001332115,3706632,hypothetical protein,95,10.3134,11175.1,0.107368,,,,,,,,,,,,,,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221293,A0A0H3KFW5,YP_001332115,,no polycistronic organisation predicted,
NWMN_1082,NWMN_RS06130,SAUPAN003435000,-,CDS,eta,,exfoliative toxin A,chromosome,-,1186112,1187059,948,unknown,5330666,YP_001332116,3706633,exfoliative toxin A,315,10.026,35310.5,1.01492,,,,undecaprenyl-phosphate glucose phosphotransferase,TIGR03023,3.6,,PF03595,SLAC1,Voltage-dependent anion channel,no clan defined,no clan defined,51.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151221294,A0A0H3K7M7,YP_001332116,,no polycistronic organisation predicted,
NWMN_1083,,SAUPAN003437000,-,CDS,NWMN_1083,,DNA-binding protein,chromosome,+,1187401,1187496,96,unknown,5331890,YP_001332117,3706634,DNA-binding protein,31,9.21883,3678.13,-0.887097,,,,,,,,,,,,,,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151221295,A0A0H3K898,YP_001332117,,no polycistronic organisation predicted,
NWMN_tRNA15,NWMN_RS06140,SAUPAN003438000,trnaR,tRNA,NWMN_tRNA15,,tRNA-Arg,chromosome,-,1187971,1188044,74,unknown,5330667,,3706635,tRNA-Arg,0,,,,,,,,,,,,,,,,,,,,,no predicted signal peptide,,,,,,no polycistronic organisation predicted,
NWMN_1084,NWMN_RS06145,SAUPAN003440000,psmβ1,CDS,NWMN_1084,psmB1,anti protein,chromosome,+,1188408,1188542,135,unknown,5331661,YP_001332118,3706636,anti protein,44,4.54462,4496.17,0.570455,,,,,,,,PF05480,PSMbeta,Phenol-soluble modulin beta protein,no clan defined,no clan defined,81.4,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151221296,A0A0H3KCA8,YP_001332118,,no polycistronic organisation predicted,17994102; 18851841; 23209405; 24581690
NWMN_2620,NWMN_RS06150,SAUPAN003441000,psmβ2,CDS,NWMN_2620,psmB2,Phenol-soluble modulin beta 2,chromosome,+,1188599,1188733,135,unknown,,,,Phenol-soluble modulin beta 2,44,4.54462,4496.17,0.570455,,,,,,,,,,,,,,,,,,no predicted signal peptide,,,A0A0H3KSC6,,,,17994102; 18851841; 23209405; 24581690
NWMN_1085,NWMN_RS06155,SAUPAN003442000,-,CDS,NWMN_1085,,hypothetical protein,chromosome,+,1188857,1189552,696,unknown,5330668,YP_001332119,3706637,hypothetical protein,231,6.28512,27205.4,-0.5671,,,,"noncanonical pyrimidine nucleotidase, YjjG family",TIGR02254,200.1,"Nucleosides and Nucleotides / ""Detoxification"" / ""Housecleaning nucleoside triphosphate pyrophosphatases"" / ""5'-nucleotidase YjjG (EC 3.1.3.5)""",PF13419,HAD_2,haloacid dehalogenase-like hydrolase,CL0137,HAD,74.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221297,A0A0H3K863,YP_001332119,,no polycistronic organisation predicted,
NWMN_1086,NWMN_RS06160,SAUPAN003443000,-,CDS,NWMN_1086,,hypothetical protein,chromosome,-,1189661,1190101,441,unknown,5330669,YP_001332120,3706638,hypothetical protein,146,4.61048,17002.2,-0.367123,,,,,,,,PF13508,Acetyltransf_7,Acetyltransferase (GNAT) domain,CL0257,Acetyltrans,24.7,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221298,A0A0H3KFW8,YP_001332120,,no polycistronic organisation predicted,
NWMN_1087,NWMN_RS06165,SAUPAN003446000,bshC,CDS,NWMN_1087,,hypothetical protein,chromosome,+,1190296,1191909,1614,unknown,5330670,YP_001332121,3706639,hypothetical protein,537,6.12147,62806.4,-0.489199,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,bacillithiol biosynthesis cysteine-adding enzyme BshC,TIGR03998,627.8,,PF10079,Rossmann-like_BshC,"Bacillithiol biosynthesis BshC, N-terminal Rossmann-like domain",CL0039,HUP,420.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221299,A6QG77,YP_001332121,,no polycistronic organisation predicted,
NWMN_1088,NWMN_RS06170,SAUPAN003448000,mraZ,CDS,NWMN_1088,,cell division protein MraZ,chromosome,+,1192053,1192484,432,unknown,5330671,YP_001332122,3706640,cell division protein MraZ,143,4.52156,17237.5,-0.646154,Cellular processes; Signal transduction,Cellular processes; Regulatory functions,Cell division; DNA interactions,division/cell wall cluster transcriptional repressor MraZ,TIGR00242,185.8,"Cell Division and Cell Cycle / ""Cell Division and Cell Cycle - no subcategory"" / ""Bacterial Cytoskeleton"" / ""Cell division protein MraZ""",PF02381,MraZ,"MraZ protein, putative antitoxin-like",CL0132,AbrB,175,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221300,A6QG78,YP_001332122,,NWMN_1088 > NWMN_1089 > NWMN_1090 > NWMN_1091 (MicrobesOnline),
NWMN_1089,NWMN_RS06175,SAUPAN003449000,mraW,CDS,mraW,rsmH,S-adenosyl-methyltransferase MraW,chromosome,+,1192500,1193435,936,unknown,5330672,YP_001332123,3706641,S-adenosyl-methyltransferase MraW,311,5.97721,35709.3,-0.454984,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,16S rRNA (cytosine(1402)-N(4))-methyltransferase,TIGR00006,409.6,"Bacterial Cell Division / ""rRNA small subunit methyltransferase H""; ""RP Bacterial Cell Division"" / ""rRNA small subunit methyltransferase H""",PF01795,Methyltransf_5,MraW methylase family,CL0063,NADP_Rossmann,470.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221301,A6QG79,YP_001332123,,NWMN_1088 > NWMN_1089 > NWMN_1090 > NWMN_1091 (MicrobesOnline),
NWMN_1090,NWMN_RS06180,SAUPAN003450000,ftsL,CDS,ftsL,,cell division protein,chromosome,+,1193449,1193850,402,unknown,5332162,YP_001332124,3706642,cell division protein,133,9.83728,15333.6,-0.681955,Cellular processes,Cellular processes,Cell division,cell division protein FtsL,TIGR02209,83.6,"Cell Division and Cell Cycle / ""Cell Division and Cell Cycle - no subcategory"" / ""Bacterial Cytoskeleton"" / ""Cell division protein FtsL""",PF04977,DivIC,Septum formation initiator,CL0225,FtsL,54.1,,Cytoplasmic,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151221302,A0A0H3K7N2,YP_001332124,,NWMN_1088 > NWMN_1089 > NWMN_1090 > NWMN_1091 (MicrobesOnline),
NWMN_1091,NWMN_RS06185,SAUPAN003451000,pbp1,CDS,pbpA,,penicillin-binding protein 1,chromosome,+,1193831,1196065,2235,unknown,5331931,YP_001332125,3706643,penicillin-binding protein 1,744,9.86118,82708.4,-0.643011,Cell structure; Cellular processes,Cell envelope; Cellular processes,Biosynthesis and degradation of murein sacculus and peptidoglycan; Sporulation and germination,stage V sporulation protein D,TIGR02214,374.7,"Cell Division and Cell Cycle / ""Cell Division and Cell Cycle - no subcategory"" / ""Bacterial Cytoskeleton"" / ""Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)""; ""Cell Wall and Capsule"" / ""Cell Wall and Capsule - no subcategory"" / ""Peptidoglycan Biosynthesis"" / ""Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)""",PF00905,Transpeptidase,Penicillin binding protein transpeptidase domain,CL0013,Beta-lactamase,281.3,NWMN_0500; NWMN_0502; NWMN_0509; NWMN_1313; NWMN_1382; NWMN_1549; NWMN_1592; NWMN_1600; NWMN_1613; NWMN_2133; NWMN_2135; NWMN_2143; NWMN_2145; NWMN_2147; NWMN_2148; NWMN_2149; NWMN_2151; NWMN_2152; NWMN_2315; NWMN_2446; NWMN_2504,Cytoplasmic Membrane,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151221303,A0A0H3K8A4,YP_001332125,,NWMN_1088 > NWMN_1089 > NWMN_1090 > NWMN_1091 (MicrobesOnline),21166474
NWMN_1092,NWMN_RS06190,SAUPAN003452000,mraY,CDS,mraY,,phospho-N-acetylmuramoyl-pentapeptide- transferase,chromosome,+,1196357,1197322,966,unknown,5332243,YP_001332126,3706644,phospho-N-acetylmuramoyl-pentapeptide- transferase,321,9.37663,35232.2,1.09564,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,phospho-N-acetylmuramoyl-pentapeptide-transferase,TIGR00445,340.8,"Cell Wall and Capsule / ""Cell Wall and Capsule - no subcategory"" / ""Peptidoglycan Biosynthesis"" / ""Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)""",PF00953,Glycos_transf_4,Glycosyl transferase family 4,no clan defined,no clan defined,138.9,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151221304,A6QG82,YP_001332126,,NWMN_1092 > NWMN_1093 > NWMN_1094 > NWMN_1095 > NWMN_1096 (MicrobesOnline),
NWMN_1093,NWMN_RS06195,SAUPAN003453000,murD,CDS,murD,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,chromosome,+,1197324,1198673,1350,unknown,5332163,YP_001332127,3706645,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,449,5.49171,49843.4,-0.167038,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,UDP-N-acetylmuramoylalanine--D-glutamate ligase,TIGR01087,415.2,"Cell Wall and Capsule / ""Cell Wall and Capsule - no subcategory"" / ""Peptidoglycan Biosynthesis"" / ""UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)""; ""Cell Wall and Capsule"" / ""Cell Wall and Capsule - no subcategory"" / ""Peptidoglycan biosynthesis--gjo"" / ""UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)""",PF08245,Mur_ligase_M,Mur ligase middle domain,CL0023,P-loop_NTPase,113.2,NWMN_0501; NWMN_0641; NWMN_1592,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221305,A6QG83,YP_001332127,,NWMN_1092 > NWMN_1093 > NWMN_1094 > NWMN_1095 > NWMN_1096 (MicrobesOnline),21166474
NWMN_1094,NWMN_RS06200,SAUPAN003454000,divIB,CDS,ftsQ,,cell division protein FtsQ,chromosome,+,1198686,1200008,1323,unknown,5332166,YP_001332128,3706646,cell division protein FtsQ,440,8.50233,50342.8,-1.03136,Cell structure; Metabolism,Cell envelope; Transport and binding proteins,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides; Other,LPS export ABC transporter permease LptF,TIGR04407,12.9,"Cell Division and Cell Cycle / ""Cell Division and Cell Cycle - no subcategory"" / ""Bacterial Cytoskeleton"" / ""Cell division protein FtsQ""",PF08478,POTRA_1,"POTRA domain, FtsQ-type",CL0191,POTRA,68.8,,Cellwall,Cytoplasmic Membrane,Intracellular /TMH start  AFTER 60,no predicted signal peptide,1,151221306,A0A0H3KCB3,YP_001332128,,NWMN_1092 > NWMN_1093 > NWMN_1094 > NWMN_1095 > NWMN_1096 (MicrobesOnline),
